/content/tts-engine/gdrive/My Drive/wavs/001001.wav|be nAm xodAvand baxSande baxSAyeSgar
/content/tts-engine/gdrive/My Drive/wavs/026167.wav|goftand ey lut agar az in soxanAn dast barnadAri be yaqin az exrAj SodegAn xAhi bud
/content/tts-engine/gdrive/My Drive/wavs/026168.wav|goft man doSman sarsaxt e?mAl SomA hastam
/content/tts-engine/gdrive/My Drive/wavs/026169.wav|parvardegArA man va xAndAnam rA az AnCe inhA anjAm midahand rahAyi baxS
/content/tts-engine/gdrive/My Drive/wavs/026170.wav|mA u va tamAmi xAndAneS rA nejAt dAdim
/content/tts-engine/gdrive/My Drive/wavs/026171.wav|joz pirzani ke dar miyAn bAzmAndegAn bud
/content/tts-engine/gdrive/My Drive/wavs/026172.wav|sepas digarAn rA holAk kardim
/content/tts-engine/gdrive/My Drive/wavs/026173.wav|va bArAni az sang bor AnhA ferestAdim Ce bArAn badi bud bArAn anzArSodegAn
/content/tts-engine/gdrive/My Drive/wavs/026174.wav|dar in mAjerAye qom lut va sarneveSt Savam AnhA Ayati est amA biStarSAn mo?men nabudand
/content/tts-engine/gdrive/My Drive/wavs/026175.wav|va parvardegAr to aziz va rahim est
/content/tts-engine/gdrive/My Drive/wavs/026176.wav|eshAb ike Sahri nazdike madin rasulAn xodA rA takzib kardand
/content/tts-engine/gdrive/My Drive/wavs/026177.wav|hengAmi ke So?ayb be AnhA goft AyA taqvA piSe nemikanid
/content/tts-engine/gdrive/My Drive/wavs/026178.wav|mosalaman
/content/tts-engine/gdrive/My Drive/wavs/026179.wav|pas taqvAy elAhi piSe kanid va marA etA?at namAyid
/content/tts-engine/gdrive/My Drive/wavs/026180.wav|man dar barAbar in da?vat pAdASi az SomA nemitalabam ajr man tanahA bor parvardegAr AlamiyAn est
/content/tts-engine/gdrive/My Drive/wavs/026181.wav|haq peymAne rA adA kanid va kam foruSi nakanid va digarAn rA be xesArat nayAfkanid
/content/tts-engine/gdrive/My Drive/wavs/026182.wav|va bA tarAzuy sahih vazn kanid
/content/tts-engine/gdrive/My Drive/wavs/026183.wav|va haq mardom rA kam nagozArid va dar zamin talAS barAy fesAd nakanid
/content/tts-engine/gdrive/My Drive/wavs/026184.wav|va az nAfarmAni kasi ke SomA va aqvAm piSin rA Afarid beparhizid
/content/tts-engine/gdrive/My Drive/wavs/026185.wav|AnhA goftand to faqat az afsunSodegAni
/content/tts-engine/gdrive/My Drive/wavs/026186.wav|to baSari hamCon mAyi tanahA gomAni ke darbAreye to dArim in est ke az doruqguyAni
/content/tts-engine/gdrive/My Drive/wavs/026187.wav|agar rAst miguyi sanghAyi az AsemAn bor sar mA bebArAn
/content/tts-engine/gdrive/My Drive/wavs/026188.wav|So?ayb goft parvardegAr man be a?mAli ke SomA anjAm midahid dAnAtar est
/content/tts-engine/gdrive/My Drive/wavs/026189.wav|sar_?anjAm u rA takzib kardand va azAb ruz sAyebAn sAybAni az abr sA?eqexiz AnhA rA farAgereft yaqinan
/content/tts-engine/gdrive/My Drive/wavs/026190.wav|dar in mAjerA Ayat va neSAnei est vali biStar AnhA mo?men nabudand
/content/tts-engine/gdrive/My Drive/wavs/026191.wav|va parvardegAr to aziz va rahim est
/content/tts-engine/gdrive/My Drive/wavs/026192.wav|mosalaman
/content/tts-engine/gdrive/My Drive/wavs/026193.wav|ruh elAmin An rA nAzel karde est
/content/tts-engine/gdrive/My Drive/wavs/026194.wav|bor qalb pAk to tA az enzArkonandegAn bASi
/content/tts-engine/gdrive/My Drive/wavs/026195.wav|An rA be zabAn arabi ASkAr nAzel kord
/content/tts-engine/gdrive/My Drive/wavs/026196.wav|va tosif An dar ketAbhAy piSiniyAn niz Amade est
/content/tts-engine/gdrive/My Drive/wavs/026197.wav|AyA hamin neSAne barAy AnhA kAfi nist ke olamAye bani esrA?il bexubi az An AgAhand
/content/tts-engine/gdrive/My Drive/wavs/026198.wav|hargAh mA An rA bor ba?zi az ajam qeyr arabhA nAzel mikardim
/content/tts-engine/gdrive/My Drive/wavs/026199.wav|va u An rA bor iSAn mixAnd be An imAn nemiAvarand
/content/tts-engine/gdrive/My Drive/wavs/026200.wav|Ari in gune bA bayAni rasA qorAn rA dar delhAy mojremAn vAred mikanim
/content/tts-engine/gdrive/My Drive/wavs/026201.wav|amA be An imAn nemiAvarand tA azAb dardnAk rA bA CeSm xod bebinand
/content/tts-engine/gdrive/My Drive/wavs/026202.wav|nAgahAn be sarAqeSAn miAyad dar hAli ke toje nadArand
/content/tts-engine/gdrive/My Drive/wavs/026203.wav|va dar An hengAm miguyand AyA be mA mohlati dAde xAhad Sod
/content/tts-engine/gdrive/My Drive/wavs/026204.wav|AyA barAy azAb mA ajale mikanand
/content/tts-engine/gdrive/My Drive/wavs/026205.wav|be mA xabar deh agar bAz ham sAliyAni AnhA rA az in zendegi bahremand sAzim
/content/tts-engine/gdrive/My Drive/wavs/026206.wav|sepas azAbi ke be AnhA va?de dAde Sode be sarAqeSAn biyAyad
/content/tts-engine/gdrive/My Drive/wavs/026207.wav|in tamato? va bahregiri az donyA barAy AnhA sudi naxAhad dASt
/content/tts-engine/gdrive/My Drive/wavs/026208.wav|mA hiC Sahr va diyAri rA holAk nakardim magar inke enzArkonandegAni az payAmbarAn elAhi dAStand
/content/tts-engine/gdrive/My Drive/wavs/026209.wav|tA motezaker Savand va mA hargez setamkAr nabudim ke bedune etmAm hojat mojAzAt kanim
/content/tts-engine/gdrive/My Drive/wavs/026210.wav|SayAtin va jenyAn hargez in AyAt rA nAzel nakardand
/content/tts-engine/gdrive/My Drive/wavs/026211.wav|va barAy AnhA sezAvAr nist va qodrat nadArand
/content/tts-engine/gdrive/My Drive/wavs/026212.wav|AnhA az esterAq sam? va Senidan axbAr AsmAnhA barkenArand
/content/tts-engine/gdrive/My Drive/wavs/026213.wav|ey payAmbar hiC ma?budi rA bA xodAvand maxAn ke az mo?azabin xAhi bud
/content/tts-engine/gdrive/My Drive/wavs/026214.wav|va xiSAvandAn nazdikt rA anzAr kan
/content/tts-engine/gdrive/My Drive/wavs/026215.wav|va bAl va por xod rA barAy mo?menAni ke az to peyravi mikanand begostar
/content/tts-engine/gdrive/My Drive/wavs/026216.wav|agar to rA nAfarmAni konand begu man az AnCe SomA anjAm midahid bizAram
/content/tts-engine/gdrive/My Drive/wavs/026217.wav|va bor xodAvand aziz va rahim tavakol kan
/content/tts-engine/gdrive/My Drive/wavs/026218.wav|hamAn kasi ke to rA be hengAmi ke barAy ebAdat barmixizi mibinad
/content/tts-engine/gdrive/My Drive/wavs/026219.wav|va niz harkat to rA dar miyAn sajdekonandegAn
/content/tts-engine/gdrive/My Drive/wavs/026220.wav|ust xodAy SenavA va dAnA
/content/tts-engine/gdrive/My Drive/wavs/026221.wav|AyA be SomA xabar daham ke SayAtin bor Ce kasi nAzel miSavand
/content/tts-engine/gdrive/My Drive/wavs/026222.wav|AnhA bor har doruqguy gonahkAr nAzel migardand
/content/tts-engine/gdrive/My Drive/wavs/026223.wav|AnCe rA miSenavand be digarAn elqA mikanand va biStarSAn doruqgu hastand
/content/tts-engine/gdrive/My Drive/wavs/026224.wav|payAmbar eslAm SA?er nist SA?erAn kasAni hastand ke gomrAhAn az AnAn peyravi mikanand
/content/tts-engine/gdrive/My Drive/wavs/026225.wav|AyA nemibini AnhA dar har vAdi sargardAnand
/content/tts-engine/gdrive/My Drive/wavs/026226.wav|va soxanAni miguyand ke be AnhA amal nemikanand
/content/tts-engine/gdrive/My Drive/wavs/027001.wav|tes in AyAt qorAn va ketAb mobayan est
/content/tts-engine/gdrive/My Drive/wavs/027002.wav|vasile hedAyat va beSArat barAy mo?menAn est
/content/tts-engine/gdrive/My Drive/wavs/027003.wav|hamAn kasAni ke namAz rA barpA midArand va zakAt rA adA mikanand va AnAn be Axarat yaqin dArand
/content/tts-engine/gdrive/My Drive/wavs/027004.wav|kasAni ke be Axarat imAn nadArand e?mAl badSAn rA barAy AnAn zeynat midahim betori ke sargardAn miSavand
/content/tts-engine/gdrive/My Drive/wavs/027005.wav|AnAn kasAni hastand ke azAb bad va dardnAk barAy AnhAst va AnhA dar Axarat ziyAnkArtarin mardmand
/content/tts-engine/gdrive/My Drive/wavs/027006.wav|be yaqin in qorAn az suy hakim va dAnAyi bor to elqA miSavad
/content/tts-engine/gdrive/My Drive/wavs/027007.wav|be xAter biyAvar hengAmi rA ke musA be xAnevAde xod goft man AtaSi az dur didam hamin jA tavaqof kanid bezudi xabari az An barAy SomA miAvaram yA So?le AtaSi tA garm Savid
/content/tts-engine/gdrive/My Drive/wavs/027008.wav|hengAmi ke nazd AtaS Amad nadAyi barxAst ke mobArak bAd An kas ke dar AtaS est va kasi ke dar atrAf An est fereStegAn va musA va monazah est xodAvandi ke parvardegAr jahAniyAn est
/content/tts-engine/gdrive/My Drive/wavs/027009.wav|ey musA man xodAvand aziz va hakimam
/content/tts-engine/gdrive/My Drive/wavs/027011.wav|magar kasi ke setam konad sepas badi rA be niki tabdil namAyad ke tobe u rA mipaziram va man qafur va rahimam
/content/tts-engine/gdrive/My Drive/wavs/027013.wav|va hengAmi ke AyAt ruSanibaxS mA be sorAq AnhA Amad goftand in sahari est ASkAr
/content/tts-engine/gdrive/My Drive/wavs/027014.wav|va An rA az ruy zolm va sarkeSi enkAr kardand dar hAli ke dar del be An yaqin dAStand pas benegar sar_?anjAm tabahkArAn va mofsedAn Cegune bud
/content/tts-engine/gdrive/My Drive/wavs/027015.wav|va mA be dAvud va soleymAn dAneSi azim dAdim va AnAn goftand setAyeS az An xodAvandi est ke mA rA bor besyAri az bandegAn ma?maneS bartari baxSid
/content/tts-engine/gdrive/My Drive/wavs/027016.wav|va soleymAn vAres dAvud Sod va goft ey mardom zabAn parandegAn be mA ta?lim dAde Sode va az har Ciz be mA atA gardide in fazilat ASkAri est
/content/tts-engine/gdrive/My Drive/wavs/027017.wav|laSkaryAn soleymAn az jen va ens va parandegAn nazd u jam? Sodand Anqadr ziyAd budand ke bAyad tavaqof mikardand tA be ham molhaq Savand
/content/tts-engine/gdrive/My Drive/wavs/027018.wav|AnhA harkat kardand tA be sarzamin morCegAn rasidand murCei goft be lAnehAye xod beruyad tA soleymAn va laSkareS SomA rA pAymAl nakanand dar hAli ke nemifahmand
/content/tts-engine/gdrive/My Drive/wavs/027020.wav|soleymAn dar jostejuy An parande hodhod barAmad va goft CarA hodhod rA nemibinam yA inke u az qAyebAn est
/content/tts-engine/gdrive/My Drive/wavs/027021.wav|qat?an
/content/tts-engine/gdrive/My Drive/wavs/027022.wav|CandAn derang nakard ke hodhod Amad va goft man bor Cizi AgAhi yAftam ke to bor An AgAhi nayAfti man az sarzamin sabA yek xabar qat?i barAy to Avardeam
/content/tts-engine/gdrive/My Drive/wavs/027023.wav|man zani rA didam ke bor AnAn hokumat mikand va hame Ciz dar extiyAr dArad va be xosus taxt azimi dArad
/content/tts-engine/gdrive/My Drive/wavs/027024.wav|u va qumeS rA didam ke barAy qeyr xodA xorSid sajde mikanand va SeytAn e?mAlSAn rA dar nazarSAn jelve dAde va AnhA rA az rAh bAzdASte va az in ro hedAyat nemiSavand
/content/tts-engine/gdrive/My Drive/wavs/027025.wav|CarA barAy xodAvandi sajde nemikanand ke AnCe rA dar AsmAnhA va zamin penhAn est xArej va ASkAr misAzad va AnCe rA penhAn midArid yA ASkAr mikanid midAnad
/content/tts-engine/gdrive/My Drive/wavs/027026.wav|xodAvandi ke ma?budi joz u nist va parvardegAr arS azim est
/content/tts-engine/gdrive/My Drive/wavs/027027.wav|soleymAn goft mA tahqiq mikanim bebinim rAst gofti yA az doruqguyAn hasti
/content/tts-engine/gdrive/My Drive/wavs/027028.wav|in nAme marA bebar va bor AnAn biyAfkan sepas bargerd va dar guSei tavaqof kan bebin AnhA Ce aks al?amali neSAn midahand
/content/tts-engine/gdrive/My Drive/wavs/027029.wav|maleke sabA goft ey eSrAf nAme por_?arzeSi be suy man Afkande Sode
/content/tts-engine/gdrive/My Drive/wavs/027030.wav|in nAme az soleymAn est va Cenin mibASad be nAm xodAvand baxSande mehrbAn
/content/tts-engine/gdrive/My Drive/wavs/027031.wav|tosiye man in est ke nesbat be man bartarijuyi nakanid va besuye man Ayid dar hAli ke taslim haq hastid
/content/tts-engine/gdrive/My Drive/wavs/027032.wav|sepas goft ey eSrAf va ey bozorgAn nazar xod rA dar in amr mohem be man bAzgu kanid ke man hiC kAr mohmi rA bedune hozur va maSverat SomA anjAm nadAdeam
/content/tts-engine/gdrive/My Drive/wavs/027033.wav|goftand mA dArAye niravi kAfi va qodrat jangi farAvAn hastim vali tasmim nahA?i bA tust bebin Ce dastur midahi
/content/tts-engine/gdrive/My Drive/wavs/027034.wav|goft pAdeSAhAn hengAmi ke vAred mantaqe AbAdi Savand An rA be fesAd va tabAhi mikeSand va zizan AnjA rA zalil mikanand Ari kAr AnAn hamingune est
/content/tts-engine/gdrive/My Drive/wavs/027035.wav|va man aknun jang rA salAh nemibinam hediye gerAnbahAyi barAy AnAn miferestam tA bebinam ferestAdegAn man Ce xabar miAvarand va az in tariq AnhA rA biyAzmAyam
/content/tts-engine/gdrive/My Drive/wavs/027036.wav|hengAmi ke ferestAde maleke sabA nazd soleymAn Amad goft mixAhid marA bA mAl komak kanid va farib dahid AnCe xodA be man dAde behtar est az AnCe be SomA dAde est balke SomA hastid ke be hediyehAytAn xoShAl miSuyad
/content/tts-engine/gdrive/My Drive/wavs/027037.wav|besuye AnAn bAzgard va e?lAm kan bA laSkaryAni be sorAq AnAn miAyim ke qodrat moqAbele bA An rA nadASte bASand va AnAn rA az An sarzamin AbAd bA zelat va xAri birun mirAnim
/content/tts-engine/gdrive/My Drive/wavs/027038.wav|soleymAn goft ey bozorgAn kodAm yek az SomA taxt u rA barAy man miAvard piS az Anke be hAl taslim nazd man Ayand
/content/tts-engine/gdrive/My Drive/wavs/027039.wav|efriti az jen goft man An rA nazd to miAvaram piS az Anke az majalast barxizi va man nesbat be in amr tavAnA va aminam
/content/tts-engine/gdrive/My Drive/wavs/027041.wav|soleymAn goft taxt u rA barAyaS nASenAs sAzid bebinam AyA motavajeh miSavad yA az kasAni est ke hedAyat naxAhand Sod
/content/tts-engine/gdrive/My Drive/wavs/027042.wav|hengAmi ke Amad be u gofte Sod AyA taxt to in gune est goft guyA xod An est va mA piS az in ham AgAh budim va eslAm Avarde budim
/content/tts-engine/gdrive/My Drive/wavs/027043.wav|va u rA az AnCe qeyr az xodA miparastid bAzdASt ke u maleke sabA az qom kAfarAn bud
/content/tts-engine/gdrive/My Drive/wavs/027045.wav|mA be suy somud barAdarSAn sAleh rA ferestAdim ke xodAy yegAne rA beparastid amA AnAn be do goruh taqsim Sodand ke be moxAseme pardAxtand
/content/tts-engine/gdrive/My Drive/wavs/027046.wav|sAleh goft ey qom man CarA barAy badi qabl az niki ajale mikanid va azAb elAhi rA mitalabid noh rahmat u rA CarA az xodAvand taqAzAy AmorzeS nemikanid tA SAyad maSmul rahmat u Savid
/content/tts-engine/gdrive/My Drive/wavs/027047.wav|AnhA goftand mA to rA va kasAni ke bA to hastand be fAl bad gereftim sAleh goft fAl nik va bad SomA nazd xodAsat va hame moqadarAt be qodrat u ta?yin migardad balke SomA goruhi hastid faribxorde
/content/tts-engine/gdrive/My Drive/wavs/027048.wav|va dar An Sahr noh goruhak budand ke dar zamin fesAd mikardand va eslAh nemikardand
/content/tts-engine/gdrive/My Drive/wavs/027049.wav|AnhA goftand biyAyid qasam yAd kanid be xodA ke bor u sAleh va xAnevAde aS Sabixun mey zanim va AnhA rA be qatl miresAnim sepas be vali dam u miguyim mA hargez az helAkat xAnevAde u xabar nadAStim va dar in goftAr xod sAdeq hastim
/content/tts-engine/gdrive/My Drive/wavs/027050.wav|AnhA naqSe mohmi keSidand va mA ham naqSe mohmi dar hAli ke AnhA dark nemikardand
/content/tts-engine/gdrive/My Drive/wavs/027051.wav|benegar Aqebat tote?e AnhA Ce Sod ke mA AnhA va qumeSAn hamegi rA nAbud kardim
/content/tts-engine/gdrive/My Drive/wavs/027052.wav|in xAnehAye AnhAst ke bexAtere zolm va setamSAn xAli mAnde va dar in neSAne roSani est barAy kasAni ke AgAhand
/content/tts-engine/gdrive/My Drive/wavs/027053.wav|va kasAni rA ke imAn Avarde va taqvA piSe karde budand nejAt dAdim
/content/tts-engine/gdrive/My Drive/wavs/027054.wav|va lut rA be yAd Avar hengAmi ke be qumeS goft AyA SomA be sorAq kAr besyAr zeSti miruyad dar hAli ke natAyej Savam An rA mibinid
/content/tts-engine/gdrive/My Drive/wavs/027055.wav|AyA SomA bejAy zenAn az ruy Sahvat be sorAq mardAn miruyad SomA qomi nAdAnid
/content/tts-engine/gdrive/My Drive/wavs/027056.wav|AnhA pAsoxi joz in nadAStand ke be yekdigar goftand xAndAn lut rA az Sahr va diyAr xod birun kanid ke inhA efrAdi pAkdAman hastand
/content/tts-engine/gdrive/My Drive/wavs/027057.wav|mA u va xAnevAdeaS rA nejAt dAdim bejoz hamsereS ke moqadar kardim joz? bAqimAndegAn dar An Sahr bASad
/content/tts-engine/gdrive/My Drive/wavs/027058.wav|sepas bArAni az sang bor sar AnhA bArAndim va hamegi zir An madfun Sodand va Ce bad est bArAn anzArSodegAn
/content/tts-engine/gdrive/My Drive/wavs/027059.wav|begu hamd maxsus xodAsat va salAm bor bandegAn bargozideaS AyA xodAvand behtar est yA betahAyi ke hamtAy u qarArAmidahand
/content/tts-engine/gdrive/My Drive/wavs/027062.wav|yA kasi ke do?Ay moztar rA ejAbat mikand va gereftAri rA bartaraf misAzad va SomA rA xolafAy zamin qarArAmidahad AyA ma?budi bA xodAsat kamtar motezaker miSuyad
/content/tts-engine/gdrive/My Drive/wavs/027063.wav|yA kasi ke SomA rA dar tArikihAye sahrA va daryA hedAyat mikand va kasi ke bAdhA rA be_?onvAne beSArat piS az nozul rahmataS miferestad AyA ma?budi bA xodAsat xodAvand bartar est az AnCe barAy u Sarik qarArAmidahand
/content/tts-engine/gdrive/My Drive/wavs/027064.wav|yA kasi ke AfarineS rA AqAz kord sepas An rA tajdid mikand va kasi ke SomA rA az AsemAn va zamin ruzi midahad AyA ma?budi bA xodAsat begu deliltAn rA biyAvarid agar rAst miguyid
/content/tts-engine/gdrive/My Drive/wavs/027065.wav|begu kasAni ke dar AsmAnhA va zamin hastand qeyb nemidAnand joz xodA va nemidAnand key barAngixte miSavand
/content/tts-engine/gdrive/My Drive/wavs/027066.wav|AnhA moSrekAn etelA? sahihi darbAreye Axarat nadArand balke dar asl An Sak dArand balke nesbat be An nAbinAyand
/content/tts-engine/gdrive/My Drive/wavs/027067.wav|va kAfarAn goftand AyA hengAmi ke mA va pedarAnamAn xAk Sodim zende miSuyam va az del xAk birun miAyim
/content/tts-engine/gdrive/My Drive/wavs/027068.wav|in va?dei est ke be mA va pedarAnamAn az piS dAde Sode inhA hamAn afsAnehAye xorAfi piSiniyAn est
/content/tts-engine/gdrive/My Drive/wavs/027069.wav|begu dar ruy zamin sir kanid va bebinid Aqebat kAr mojremAn be kojA rasid
/content/tts-engine/gdrive/My Drive/wavs/027070.wav|az takzib va enkAr AnAn qamgin mabAS va sinet az tote?e AnAn tang naSavad
/content/tts-engine/gdrive/My Drive/wavs/027071.wav|AnhA miguyand in va?de azAb ke be mA midahid key xAhad Amad agar rAst miguyid
/content/tts-engine/gdrive/My Drive/wavs/027072.wav|begu SAyad pArei az AnCe darbAreye An SetAb mikanid nazdike va dar kenAr SomA bASad
/content/tts-engine/gdrive/My Drive/wavs/027073.wav|mosalaman
/content/tts-engine/gdrive/My Drive/wavs/027074.wav|va parvardegArt AnCe rA dar sinehAyeSAn penhAn midArand va AnCe rA ASkAr mikanand bexubi midAnad
/content/tts-engine/gdrive/My Drive/wavs/027075.wav|va hiC mojud penhAni dar AsemAn va zamin nist magar inke dar ketAb mobayan dar loh mahfuz va elm bipAyAn parvardegAr sabt est
/content/tts-engine/gdrive/My Drive/wavs/027076.wav|in qorAn aksar CizhAyi rA ke bani esrA?il dar An extelAf dArand barAy AnAn bayAn mikand
/content/tts-engine/gdrive/My Drive/wavs/027077.wav|va mAye hedAyat va rahmat barAy mo?menAn est
/content/tts-engine/gdrive/My Drive/wavs/027078.wav|parvardegAr to miyAn AnhA dar qiyAmat be hokm xod dAvari mikand va ust qAder dAnA
/content/tts-engine/gdrive/My Drive/wavs/027079.wav|pas bor xodA tavakol kan ke to bor haq ASkAr hasti
/content/tts-engine/gdrive/My Drive/wavs/027080.wav|mosalaman
/content/tts-engine/gdrive/My Drive/wavs/027081.wav|va niz nemitavAni kurAn rA az gomrAhiSAn borhAni to faqat meytavAni soxan xod rA be guS kasAni beresAni ke AmAde pazireS imAn be AyAt mA hastand va dar barAbar haq taslimand
/content/tts-engine/gdrive/My Drive/wavs/027082.wav|va hengAmi ke farmAn azAb AnhA rasad va dar AstAne rastAxiz qarAr girand jonbandei rA az zamin barAy AnhA xArej mikanim ke bA AnAn takalom mikand va miguyad ke mardom be AyAt mA imAn nemiAvardand
/content/tts-engine/gdrive/My Drive/wavs/027083.wav|be xAter Avar ruzi rA ke mA az har omati goruhi rA az kasAni ke AyAt mA rA takzib mikardand mahSur mikanim va AnhA rA negah midArim tA be yekdigar molhaq Savand
/content/tts-engine/gdrive/My Drive/wavs/027084.wav|tA zamAni ke be pAy hesAb miAyand be AnAn miguyad AyA AyAt marA takzib kardid va dar sadad tahqiq barnayAmadid SomA Ce a?mAli anjAm midAdid
/content/tts-engine/gdrive/My Drive/wavs/027085.wav|dar in hengAm farmAn azAb bexAtere zolmSAn bor AnhA vAqe? miSavad va AnhA soxani nadArand ke beguyand
/content/tts-engine/gdrive/My Drive/wavs/027086.wav|yA nadidand ke mA Sab rA barAy ArAmeS AnhA qarAr dAdim va ruz rA ruSanibaxS dar in omur neSAnehAy roSani est barAy kasAni ke imAn miAvarand va AmAde qabul haqand
/content/tts-engine/gdrive/My Drive/wavs/027087.wav|va be xAter Avarid ruzi rA ke dar sovar damide miSavad va tamAm kasAni ke dar AsmAnhA va zamin hastand dar vahSat foru miravand joz kasAni ke xodA xAste va hamegi bA xozu? dar piSgAh u hAzer miSavand
/content/tts-engine/gdrive/My Drive/wavs/027088.wav|kuhA rA mibini va AnhA rA sAken va jAmed mipendAri dar hAli ke mAnand abr dar harkatand in san? va AfarineS xodAvandi est ke hame Ciz rA motqan Afaride u az kArhAyi ke SomA anjAm midahid mosalaman
